1 0 0.0 1 1
2 4 0.00099945068359375 1 1
3 11 0.0009989738464355469 1 1
4 29 0.0010004043579101562 1 1
5 66 0.0 1 1
6 102 0.0010004043579101562 1 1
7 117 0.0019989013671875 1 1
8 126 0.0019989013671875 1 1
9 140 0.0019998550415039062 1 1
10 169 0.003000020980834961 1 1
11 200 0.003000497817993164 1 1
12 237 0.004000425338745117 1 1
13 273 0.004000186920166016 1 1
14 286 0.0039997100830078125 1 1
15 294 0.009001016616821289 3 2
16 304 0.009000301361083984 3 2
17 309 0.009996652603149414 3 2
18 315 0.010998249053955078 3 2
19 358 0.027997970581054688 9 5
20 366 0.0449981689453125 13 7
21 400 1.080995798110962 325 163
22 442 1.2539997100830078 329 165
23 474 1.394998550415039 331 166
24 477 1.4749999046325684 331 166
25 502 1.6139984130859375 335 168
26 505 1.7030000686645508 335 168
27 528 -1 -1 -1
