1 0 0.0 1 1
2 4 0.0 1 1
3 11 0.008998394012451172 1 1
4 29 0.010002374649047852 1 1
5 66 0.011001110076904297 1 1
6 102 0.012825489044189453 1 1
7 117 0.01600050926208496 1 1
8 126 0.016308307647705078 1 1
9 140 0.020989656448364258 1 1
10 169 0.017948627471923828 1 1
11 200 0.023659229278564453 1 1
12 237 0.015001773834228516 1 1
13 273 0.015001773834228516 1 1
14 286 0.01700115203857422 1 1
15 294 0.02402186393737793 3 2
16 304 0.0279996395111084 3 2
17 309 0.028000593185424805 3 2
18 315 0.03400063514709473 3 2
19 358 0.05591607093811035 9 5
20 366 0.0800011157989502 13 7
21 400 1.27781343460083 285 143
22 442 1.4187862873077393 289 145
23 474 1.333012580871582 291 146
24 477 1.3799993991851807 291 146
