1 0 0.0 1 1
2 53 0.0020003318786621094 1 1
3 78 0.0019927024841308594 1 1
4 235 0.010999917984008789 1 1
5 418 0.022993803024291992 1 1
6 500 0.0299990177154541 1 1
7 771 0.03500032424926758 1 1
8 974 0.0409998893737793 1 1
9 1126 0.0589900016784668 1 1
10 1439 0.0670022964477539 1 1
11 1548 0.08300042152404785 1 1
12 1662 0.07800030708312988 1 1
13 1859 0.1080021858215332 1 1
14 1864 0.0989835262298584 1 1
15 1982 0.11899876594543457 1 1
16 2126 0.11699819564819336 1 1
17 2413 0.1849992275238037 3 2
18 2591 0.19099664688110352 3 2
19 2641 0.24199867248535156 5 3
20 2763 0.32199978828430176 7 4
21 2832 0.3439970016479492 7 4
22 2845 0.36099791526794434 7 4
23 2858 0.372997522354126 7 4
24 2903 0.37464451789855957 7 4
25 3077 0.448000431060791 7 4
26 3172 0.4519991874694824 7 4
27 3616 0.5869991779327393 9 5
28 4030 0.8959991931915283 11 6
29 4048 0.8899991512298584 11 6
30 4190 0.9689905643463135 11 6
31 4209 0.9569995403289795 11 6
32 4507 1.3929991722106934 13 7
33 4931 1.812000036239624 17 9
34 5340 2.8669984340667725 23 12
35 5451 2.946009874343872 23 12
36 5536 3.015009641647339 23 12
37 5737 3.13000750541687 23 12
38 5757 3.183006763458252 23 12
39 5998 3.967515707015991 29 15
40 6153 4.325997352600098 31 16
41 6364 4.423011302947998 31 16
42 6791 5.220997333526611 33 17
43 6999 5.630371332168579 33 17
44 7217 6.157510042190552 37 19
45 7393 6.823040008544922 41 21
46 7662 7.625035524368286 45 23
47 7822 7.874016046524048 45 23
48 8096 8.494572162628174 47 24
49 8514 14.051077365875244 51 26
50 8882 10.345026731491089 53 27
51 9264 11.940591812133789 57 29
52 9529 13.281107664108276 59 30
53 9881 13.602678298950195 59 30
54 10272 15.912835121154785 65 33
55 10327 16.186444759368896 65 33
