1 0 0.0019996166229248047 1 1
2 53 0.003998994827270508 1 1
3 78 0.0039997100830078125 1 1
4 235 0.013000249862670898 1 1
5 418 0.025002002716064453 1 1
6 500 0.034999847412109375 1 1
7 771 0.03899955749511719 1 1
8 974 0.04600048065185547 1 1
9 1126 0.06100153923034668 1 1
10 1439 0.07000112533569336 1 1
11 1548 0.09800100326538086 1 1
12 1662 0.09099960327148438 1 1
13 1859 0.1230013370513916 1 1
14 1864 0.11599969863891602 1 1
15 1982 0.13100028038024902 1 1
16 2126 0.13100147247314453 1 1
17 2413 0.20699739456176758 3 2
18 2591 0.21500110626220703 3 2
19 2641 0.2630014419555664 5 3
20 2763 0.35500097274780273 7 4
21 2832 0.3670010566711426 7 4
22 2845 0.38300061225891113 7 4
23 2858 0.3900008201599121 7 4
24 2903 0.39999890327453613 7 4
25 3077 0.4680013656616211 7 4
26 3172 0.477001428604126 7 4
27 3616 0.6059994697570801 9 5
28 4030 0.910001277923584 11 6
29 4048 0.9290013313293457 11 6
30 4190 0.9160013198852539 11 6
31 4209 0.9250006675720215 11 6
32 4507 1.4240002632141113 13 7
33 4931 1.82200026512146 17 9
34 5340 2.8640012741088867 23 12
35 5451 2.9660000801086426 23 12
36 5536 3.0080008506774902 23 12
37 5737 3.1090006828308105 23 12
38 5757 3.147001028060913 23 12
39 5998 3.9099996089935303 29 15
40 6153 4.440000295639038 31 16
41 6364 4.450001239776611 31 16
42 6791 5.322000980377197 33 17
43 6999 5.418001413345337 33 17
44 7217 6.021001815795898 37 19
45 7393 6.6830010414123535 41 21
46 7662 7.481001377105713 45 23
47 7822 7.2720935344696045 45 23
48 8096 7.8869993686676025 47 24
49 8514 9.408999681472778 51 26
50 8882 10.244000673294067 53 27
51 9264 11.44900107383728 57 29
52 9529 12.309998750686646 59 30
53 9881 12.674999713897705 59 30
54 10272 14.735998153686523 65 33
55 10327 15.088998794555664 65 33
