1 0 0.0 1 1
2 403 0.006001472473144531 1 1
3 776 0.01900005340576172 1 1
4 1518 0.08300018310546875 7 4
5 1975 0.08899998664855957 7 4
6 2541 2.2249996662139893 167 84
7 2562 2.430999755859375 167 84
8 3643 5.65500020980835 307 154
9 4389 6.495720386505127 313 157
10 5134 35.56121230125427 1387 694
