1 0 0.0 1 1
2 67 0.0020003318786621094 1 1
3 400 0.005999565124511719 1 1
4 734 0.008996725082397461 1 1
5 1110 0.013000011444091797 1 1
6 1549 0.019000530242919922 1 1
7 1748 0.021996259689331055 1 1
8 1979 0.025000333786010742 1 1
9 2440 0.04000067710876465 1 1
10 2812 0.03704333305358887 1 1
11 3058 0.040998220443725586 1 1
12 3226 0.07599997520446777 3 2
13 3577 0.11899948120117188 5 3
14 3596 0.12299895286560059 5 3
15 3814 0.14600205421447754 5 3
16 3849 0.14899873733520508 5 3
17 4327 0.1829988956451416 5 3
18 4475 0.18900084495544434 5 3
19 4488 0.21599769592285156 5 3
20 4885 0.2859985828399658 7 4
21 5157 0.31299781799316406 7 4
22 5592 0.5339999198913574 11 6
23 5633 0.5680100917816162 11 6
24 5983 0.7279987335205078 13 7
25 5985 0.7480015754699707 13 7
26 6329 1.2680103778839111 21 11
27 6540 1.3409950733184814 21 11
28 6583 4.576998233795166 23 12
29 6723 4.688021898269653 23 12
30 7155 4.968039512634277 25 13
31 7333 5.045506954193115 25 13
32 7678 5.374040126800537 27 14
33 7978 5.52699613571167 27 14
34 8283 5.7739996910095215 27 14
35 8377 5.781034469604492 27 14
36 8894 78.95037937164307 27 14
37 9273 82.06495237350464 29 15
38 9564 81.10270500183105 31 16
39 9911 85.17492175102234 37 19
40 10138 91.71600294113159 39 20
41 10202 91.3872582912445 39 20
42 10554 -1 -1 -1
